sku,url
1015603,62752095
2135622,62753170
2135642,62753175
21256180,62757014
21265050,62757028
21256121,62756976
21256181,62757015
21265092,62757046
21256101,62756966
21265051,62757029
21210924,62756928
21365029,62757166
21212920,62756933
DG0281,81572569
